Date,Product,Category,Brand,Quantity,Price_per_Unit,Discount (%),Total_Sales,Customer_Age,Customer_Gender,Payment_Method,City,State,Country,Customer_Rating,Delivery_Time (Days)
2029-03-18,Laptop,Electronics,Lenovo,15,633,5,45291,55,Female,Cash,Los Angeles,IL,USA,4,3
2029-03-19,Laptop,Accessories,Apple,16,1538,23,10135,55,Male,Cash,New York,NY,USA,1,6
2029-03-20,Smartwatch,Wearables,Sony,4,1222,18,15432,30,Male,Credit Card,Chicago,TX,USA,4,8
2029-03-21,Headphones,Accessories,HP,14,1805,27,37411,49,Female,Debit Card,Phoenix,AZ,USA,4,9
2029-03-22,Laptop,Wearables,Apple,17,801,24,40912,36,Male,Debit Card,Chicago,NY,USA,1,8
2029-03-23,Phone,Wearables,Lenovo,17,1741,27,36265,34,Female,Cash,Phoenix,NY,USA,4,7
2029-03-24,Headphones,Accessories,Lenovo,16,931,20,38476,19,Male,Cash,Los Angeles,IL,USA,2,4
2029-03-25,Tablet,Accessories,Dell,9,876,7,10446,35,Male,PayPal,New York,TX,USA,5,3
2029-03-26,Tablet,Electronics,HP,2,1505,3,19863,56,Male,Cash,Los Angeles,IL,USA,1,7
2029-03-27,Headphones,Wearables,Lenovo,11,1986,27,14887,44,Female,PayPal,New York,AZ,USA,3,1
2029-03-28,Smartwatch,Electronics,Sony,15,1039,8,4105,31,Male,Credit Card,Chicago,CA,USA,4,7
2029-03-29,Laptop,Electronics,Apple,3,1627,7,41905,32,Female,Credit Card,Los Angeles,TX,USA,5,6
2029-03-30,Laptop,Accessories,Sony,16,546,20,9652,25,Male,Credit Card,New York,AZ,USA,2,3
2029-03-31,Headphones,Electronics,Dell,19,779,18,33398,26,Male,Credit Card,Phoenix,AZ,USA,2,3
2029-04-01,Phone,Electronics,Apple,6,443,0,35915,38,Male,Cash,New York,NY,USA,3,2
2029-04-02,Smartwatch,Electronics,Dell,14,524,20,30843,60,Male,Cash,Los Angeles,IL,USA,2,1
2029-04-03,Phone,Accessories,HP,5,724,20,45539,52,Female,PayPal,Los Angeles,NY,USA,5,5
2029-04-04,Headphones,Electronics,HP,5,1963,3,47977,31,Male,Cash,Chicago,NY,USA,3,7
2029-04-05,Headphones,Electronics,Sony,6,405,9,48154,44,Male,PayPal,Phoenix,CA,USA,1,7
2029-04-06,Phone,Accessories,Sony,18,247,25,39941,25,Male,Credit Card,New York,IL,USA,3,6
2029-04-07,Tablet,Accessories,HP,18,948,7,32348,52,Male,PayPal,Los Angeles,CA,USA,1,6
2029-04-08,Headphones,Accessories,Samsung,19,831,2,43894,35,Female,PayPal,New York,AZ,USA,2,7
2029-04-09,Smartwatch,Wearables,HP,2,553,11,4229,31,Male,Cash,Houston,CA,USA,5,8
2029-04-10,Phone,Accessories,Apple,17,1037,25,37699,25,Female,Credit Card,Phoenix,AZ,USA,4,5
2029-04-11,Tablet,Wearables,Dell,1,132,8,31955,25,Male,Debit Card,Phoenix,NY,USA,3,1
2029-04-12,Phone,Accessories,HP,9,1855,2,30312,54,Female,Cash,Houston,CA,USA,2,7
2029-04-13,Tablet,Accessories,HP,13,1624,3,1524,61,Female,Cash,Phoenix,IL,USA,5,2
2029-04-14,Tablet,Accessories,Lenovo,4,1442,5,26728,19,Male,Debit Card,Houston,CA,USA,4,5
2029-04-15,Smartwatch,Wearables,Dell,5,1820,8,40307,34,Female,Credit Card,New York,AZ,USA,3,7
2029-04-16,Headphones,Electronics,Lenovo,18,1316,25,17421,30,Male,Debit Card,Houston,TX,USA,5,7
2029-04-17,Tablet,Accessories,Dell,10,1996,1,32679,31,Male,PayPal,Chicago,IL,USA,2,9
2029-04-18,Headphones,Wearables,Apple,4,1303,1,37859,58,Female,Debit Card,Houston,AZ,USA,3,5
2029-04-19,Smartwatch,Accessories,Dell,13,1990,17,32537,58,Male,Credit Card,New York,TX,USA,3,6
2029-04-20,Headphones,Electronics,Sony,13,1083,20,33775,26,Male,Credit Card,Phoenix,IL,USA,1,6
2029-04-21,Laptop,Wearables,HP,17,1641,21,37192,44,Female,Debit Card,Chicago,TX,USA,1,1
2029-04-22,Tablet,Accessories,Dell,8,490,2,9372,37,Male,Cash,Houston,NY,USA,3,7
2029-04-23,Smartwatch,Accessories,Apple,4,1644,2,25835,55,Male,Debit Card,New York,NY,USA,5,7
2029-04-24,Phone,Accessories,Dell,3,456,17,21107,29,Female,PayPal,Chicago,CA,USA,2,4
2029-04-25,Smartwatch,Electronics,HP,11,672,26,35461,59,Female,Debit Card,Chicago,CA,USA,4,4
2029-04-26,Tablet,Wearables,Samsung,12,563,5,24966,39,Male,Debit Card,Chicago,CA,USA,1,6
2029-04-27,Smartwatch,Accessories,Dell,9,1029,0,16262,54,Male,Debit Card,Houston,CA,USA,2,3
2029-04-28,Phone,Accessories,Sony,15,1798,24,19430,56,Female,PayPal,New York,TX,USA,3,6
2029-04-29,Laptop,Wearables,HP,13,198,14,5155,48,Male,Debit Card,New York,IL,USA,2,4
2029-04-30,Tablet,Electronics,Apple,5,247,10,5519,30,Female,Cash,New York,IL,USA,2,8
2029-05-01,Tablet,Electronics,HP,5,669,9,36842,18,Male,PayPal,Los Angeles,CA,USA,2,5
2029-05-02,Smartwatch,Electronics,Lenovo,19,826,3,39814,55,Female,Cash,Phoenix,NY,USA,3,8
2029-05-03,Headphones,Electronics,Samsung,11,1439,13,20164,57,Male,PayPal,New York,AZ,USA,1,9
2029-05-04,Headphones,Electronics,Apple,9,1101,1,47945,26,Male,Credit Card,Los Angeles,CA,USA,4,4
2029-05-05,Phone,Accessories,Samsung,3,1305,12,49478,56,Female,Credit Card,Los Angeles,CA,USA,5,1
2029-05-06,Laptop,Accessories,Samsung,18,1670,15,17424,27,Male,PayPal,Chicago,NY,USA,1,7
2029-05-07,Laptop,Accessories,Sony,13,402,11,46755,46,Female,PayPal,Phoenix,AZ,USA,4,7
2029-05-08,Smartwatch,Wearables,Dell,12,1681,21,23046,57,Female,PayPal,Chicago,TX,USA,3,5
2029-05-09,Smartwatch,Electronics,Sony,9,1722,4,15330,47,Female,Credit Card,Phoenix,TX,USA,4,5
2029-05-10,Headphones,Wearables,Sony,10,103,18,13142,19,Male,PayPal,Chicago,AZ,USA,3,1
2029-05-11,Laptop,Electronics,Lenovo,13,877,28,23586,35,Male,Credit Card,Houston,AZ,USA,4,3
2029-05-12,Laptop,Electronics,Sony,13,206,2,49996,45,Female,Credit Card,Phoenix,TX,USA,1,1
2029-05-13,Laptop,Wearables,Apple,9,174,20,38447,64,Female,PayPal,Los Angeles,CA,USA,3,7
2029-05-14,Phone,Accessories,Dell,10,1163,19,48291,49,Female,PayPal,Los Angeles,CA,USA,2,5
2029-05-15,Phone,Wearables,Dell,19,738,20,30962,41,Male,PayPal,Phoenix,NY,USA,3,4
2029-05-16,Smartwatch,Accessories,Apple,6,794,1,39640,55,Female,Credit Card,Chicago,AZ,USA,3,7
2029-05-17,Headphones,Electronics,Sony,7,1242,26,45702,31,Female,Debit Card,Houston,CA,USA,4,9
2029-05-18,Tablet,Accessories,Sony,15,172,16,44829,42,Male,PayPal,Houston,CA,USA,3,6
2029-05-19,Headphones,Electronics,Samsung,19,651,20,32576,42,Female,Debit Card,New York,NY,USA,4,9
2029-05-20,Phone,Electronics,Samsung,14,1327,10,45282,49,Male,Debit Card,Phoenix,AZ,USA,1,6
2029-05-21,Phone,Accessories,Lenovo,16,1076,0,43839,44,Female,Debit Card,Houston,NY,USA,3,9
2029-05-22,Smartwatch,Electronics,HP,14,195,18,41858,49,Female,Cash,Chicago,NY,USA,2,6
2029-05-23,Tablet,Accessories,Samsung,2,1402,7,22703,48,Female,Debit Card,Chicago,TX,USA,2,9
2029-05-24,Laptop,Wearables,Dell,9,1266,10,48439,41,Male,Debit Card,Los Angeles,NY,USA,1,3
2029-05-25,Tablet,Electronics,Apple,3,1238,7,44866,52,Male,Credit Card,Houston,AZ,USA,2,5
2029-05-26,Tablet,Electronics,Sony,6,1599,24,28356,47,Male,Cash,Houston,CA,USA,4,5
2029-05-27,Tablet,Wearables,HP,5,983,16,46990,50,Female,Credit Card,Chicago,CA,USA,3,8
2029-05-28,Smartwatch,Electronics,Samsung,14,1256,19,46142,50,Female,Credit Card,Los Angeles,TX,USA,5,7
2029-05-29,Phone,Wearables,HP,15,1291,5,9986,63,Female,Debit Card,Houston,AZ,USA,3,2
2029-05-30,Laptop,Wearables,Apple,18,1368,6,32658,44,Female,Credit Card,Chicago,CA,USA,3,2
2029-05-31,Tablet,Electronics,Apple,17,376,20,15181,50,Male,PayPal,Los Angeles,NY,USA,5,7
2029-06-01,Laptop,Wearables,HP,9,358,12,12201,50,Female,Debit Card,Los Angeles,IL,USA,2,4
2029-06-02,Tablet,Wearables,HP,19,145,6,15872,21,Female,PayPal,Chicago,IL,USA,2,6
2029-06-03,Phone,Wearables,Lenovo,9,445,10,27111,47,Male,Debit Card,Los Angeles,IL,USA,3,9
2029-06-04,Laptop,Electronics,HP,16,946,9,6023,61,Female,Debit Card,Los Angeles,IL,USA,2,4
2029-06-05,Headphones,Wearables,Sony,6,994,7,46293,32,Male,Debit Card,New York,NY,USA,4,7
2029-06-06,Phone,Accessories,Dell,8,1360,9,20733,46,Female,Cash,Los Angeles,CA,USA,4,9
2029-06-07,Laptop,Accessories,Samsung,3,1176,21,25455,45,Male,Debit Card,Houston,TX,USA,5,1
2029-06-08,Tablet,Wearables,Samsung,5,1271,10,4263,49,Female,PayPal,Los Angeles,NY,USA,3,2
2029-06-09,Tablet,Accessories,Samsung,7,1822,19,48024,53,Male,Debit Card,Houston,CA,USA,4,9
2029-06-10,Phone,Electronics,HP,1,1656,16,46759,47,Male,Debit Card,Chicago,AZ,USA,1,5
2029-06-11,Phone,Wearables,HP,4,1213,10,43121,59,Female,Credit Card,Los Angeles,CA,USA,2,4
2029-06-12,Tablet,Electronics,Lenovo,16,332,15,19942,60,Female,Debit Card,Chicago,CA,USA,3,7
2029-06-13,Laptop,Accessories,HP,14,1850,4,26382,55,Male,Debit Card,Phoenix,CA,USA,4,5
2029-06-14,Headphones,Accessories,Lenovo,1,150,9,2965,59,Male,Debit Card,Los Angeles,NY,USA,5,1
2029-06-15,Smartwatch,Accessories,Lenovo,4,764,25,4951,29,Female,Debit Card,Chicago,CA,USA,4,9
2029-06-16,Phone,Accessories,Sony,10,1959,25,16561,20,Male,Debit Card,Phoenix,CA,USA,1,8
2029-06-17,Tablet,Electronics,Sony,11,1751,19,515,32,Female,Debit Card,Houston,AZ,USA,4,3
2029-06-18,Laptop,Wearables,Sony,7,1517,4,4910,27,Female,Cash,Houston,AZ,USA,3,3
2029-06-19,Phone,Electronics,Sony,4,1337,19,19464,39,Female,PayPal,Houston,IL,USA,5,3
2029-06-20,Laptop,Wearables,Apple,1,550,8,5635,40,Female,Cash,Houston,NY,USA,5,7
2029-06-21,Phone,Accessories,Sony,1,1462,2,49092,28,Female,PayPal,Houston,CA,USA,1,2
2029-06-22,Tablet,Accessories,Sony,17,450,2,8448,33,Female,Cash,New York,IL,USA,3,9
2029-06-23,Laptop,Accessories,Sony,10,748,9,5289,63,Male,Debit Card,Chicago,IL,USA,1,4
2029-06-24,Tablet,Accessories,Lenovo,5,1408,6,41528,33,Female,Cash,Phoenix,NY,USA,1,7
2029-06-25,Laptop,Electronics,Samsung,7,977,1,9102,31,Male,PayPal,Phoenix,IL,USA,1,8
2029-06-26,Phone,Wearables,Samsung,8,682,24,7732,23,Female,Credit Card,Los Angeles,IL,USA,4,5
2029-06-27,Smartwatch,Wearables,Samsung,2,344,7,44319,59,Female,Credit Card,Chicago,NY,USA,2,8
2029-06-28,Smartwatch,Accessories,Dell,9,649,11,48450,34,Female,Debit Card,New York,TX,USA,4,4
2029-06-29,Headphones,Electronics,Apple,4,827,29,5335,48,Male,Debit Card,New York,IL,USA,3,2
2029-06-30,Headphones,Accessories,Lenovo,12,738,21,26566,59,Female,PayPal,Chicago,AZ,USA,1,3
2029-07-01,Tablet,Wearables,HP,11,683,29,28881,27,Female,Credit Card,Houston,IL,USA,1,6
2029-07-02,Laptop,Wearables,Lenovo,5,325,28,36611,63,Female,Debit Card,Houston,NY,USA,2,6
2029-07-03,Headphones,Electronics,Sony,12,926,8,11269,37,Female,Cash,Chicago,NY,USA,5,7
2029-07-04,Phone,Wearables,Samsung,4,540,10,17156,26,Male,Cash,Phoenix,TX,USA,1,4
2029-07-05,Smartwatch,Electronics,Lenovo,13,1597,18,1319,32,Male,Credit Card,Houston,TX,USA,4,8
2029-07-06,Laptop,Accessories,Apple,1,1567,19,35883,56,Female,PayPal,Los Angeles,AZ,USA,1,8
2029-07-07,Smartwatch,Accessories,Sony,18,1919,22,13648,19,Female,Debit Card,New York,AZ,USA,3,7
2029-07-08,Laptop,Electronics,Dell,4,511,16,6569,21,Male,Debit Card,Houston,IL,USA,2,3
2029-07-09,Headphones,Accessories,HP,4,913,12,6140,41,Female,Debit Card,Phoenix,TX,USA,5,3
2029-07-10,Headphones,Electronics,Sony,8,345,0,37252,35,Male,Credit Card,Houston,AZ,USA,3,2
2029-07-11,Tablet,Accessories,HP,6,682,0,21774,28,Male,Cash,Houston,IL,USA,4,7
2029-07-12,Laptop,Accessories,Lenovo,4,1830,27,8201,54,Male,PayPal,New York,CA,USA,3,6
2029-07-13,Phone,Wearables,Sony,4,599,7,19865,43,Male,Credit Card,Los Angeles,IL,USA,1,7
2029-07-14,Headphones,Wearables,Dell,11,1081,12,3539,25,Male,Credit Card,Los Angeles,AZ,USA,2,2
2029-07-15,Tablet,Electronics,Lenovo,9,649,5,32415,39,Male,Debit Card,Phoenix,IL,USA,1,4
2029-07-16,Headphones,Accessories,Apple,14,216,2,44142,22,Male,Cash,Chicago,CA,USA,2,1
2029-07-17,Smartwatch,Accessories,HP,4,1873,15,48339,19,Female,PayPal,Chicago,AZ,USA,4,2
2029-07-18,Headphones,Accessories,HP,13,1487,9,45397,22,Male,PayPal,Chicago,IL,USA,3,7
2029-07-19,Laptop,Wearables,Apple,6,303,6,47389,52,Female,Debit Card,Phoenix,AZ,USA,2,5
2029-07-20,Tablet,Electronics,HP,13,450,21,45922,49,Female,PayPal,Houston,IL,USA,3,3
2029-07-21,Laptop,Electronics,Lenovo,3,418,20,41715,61,Female,Cash,Los Angeles,NY,USA,2,2
2029-07-22,Phone,Electronics,Samsung,7,1482,2,2987,36,Male,Debit Card,Los Angeles,AZ,USA,1,3
2029-07-23,Phone,Accessories,Apple,1,1640,13,34626,56,Male,Debit Card,Houston,AZ,USA,2,4
2029-07-24,Headphones,Electronics,Dell,11,1039,15,27558,21,Male,Cash,Los Angeles,AZ,USA,2,5
2029-07-25,Tablet,Wearables,Sony,2,588,3,28608,40,Female,PayPal,Los Angeles,AZ,USA,5,8
2029-07-26,Tablet,Wearables,Sony,5,1792,28,8999,63,Female,Cash,Chicago,IL,USA,4,9
2029-07-27,Tablet,Electronics,Apple,14,206,12,6631,36,Female,PayPal,Chicago,TX,USA,1,2
2029-07-28,Tablet,Accessories,Samsung,13,1863,26,36434,43,Female,PayPal,New York,IL,USA,1,3
2029-07-29,Headphones,Wearables,Lenovo,16,753,26,25484,43,Male,PayPal,New York,CA,USA,3,4
2029-07-30,Laptop,Wearables,Dell,15,1949,0,1325,24,Female,Cash,Los Angeles,NY,USA,2,7
2029-07-31,Headphones,Accessories,Sony,3,271,24,1691,49,Male,Cash,Chicago,IL,USA,2,6
2029-08-01,Laptop,Accessories,Sony,6,1781,4,43594,64,Female,Credit Card,New York,IL,USA,2,6
2029-08-02,Smartwatch,Electronics,Lenovo,9,618,17,15207,50,Male,Cash,New York,AZ,USA,1,7
2029-08-03,Smartwatch,Wearables,Samsung,3,1978,11,40053,61,Female,Debit Card,Chicago,CA,USA,5,1
2029-08-04,Laptop,Wearables,HP,13,1988,10,29269,43,Male,Debit Card,New York,AZ,USA,3,8
2029-08-05,Headphones,Electronics,Apple,13,1057,8,7313,41,Female,Debit Card,Houston,AZ,USA,2,9
2029-08-06,Phone,Electronics,Samsung,7,912,27,26850,40,Male,Debit Card,Houston,TX,USA,5,2
2029-08-07,Headphones,Wearables,Samsung,5,627,6,22525,55,Male,Credit Card,Chicago,NY,USA,4,1
2029-08-08,Phone,Wearables,Samsung,8,419,13,29492,43,Male,Cash,Chicago,TX,USA,1,4
2029-08-09,Headphones,Accessories,Samsung,8,1160,29,17417,62,Female,Cash,New York,AZ,USA,4,2
2029-08-10,Tablet,Accessories,HP,7,598,23,44327,48,Male,PayPal,Los Angeles,NY,USA,1,6
2029-08-11,Tablet,Wearables,Lenovo,19,1788,28,23394,23,Male,Cash,Phoenix,IL,USA,3,3
2029-08-12,Smartwatch,Wearables,Dell,7,364,2,34475,62,Male,PayPal,Houston,CA,USA,4,9
2029-08-13,Smartwatch,Accessories,Samsung,4,1818,15,25492,48,Male,PayPal,Houston,TX,USA,3,8
2029-08-14,Laptop,Electronics,Samsung,10,1791,29,44236,64,Male,Debit Card,Chicago,CA,USA,3,7
2029-08-15,Phone,Electronics,Apple,13,1772,6,1737,57,Female,Credit Card,Los Angeles,AZ,USA,3,7
2029-08-16,Tablet,Wearables,Sony,4,1007,26,5443,62,Male,Credit Card,Chicago,NY,USA,4,7
2029-08-17,Headphones,Wearables,HP,19,501,0,27019,62,Female,Cash,New York,IL,USA,4,5
2029-08-18,Laptop,Accessories,Samsung,10,1086,5,27256,29,Male,PayPal,Los Angeles,NY,USA,4,8
2029-08-19,Headphones,Wearables,Dell,7,701,25,43560,34,Female,Debit Card,New York,CA,USA,2,4
2029-08-20,Tablet,Electronics,Dell,5,1051,5,21720,43,Female,PayPal,Houston,CA,USA,3,5
2029-08-21,Tablet,Accessories,Dell,3,317,26,48298,20,Female,Debit Card,Chicago,IL,USA,2,3
2029-08-22,Tablet,Accessories,Apple,2,429,9,29194,32,Female,PayPal,Chicago,IL,USA,1,3
2029-08-23,Tablet,Electronics,Dell,11,285,11,48733,55,Female,Cash,Phoenix,NY,USA,4,2
2029-08-24,Headphones,Electronics,Lenovo,10,1504,21,28750,41,Female,Cash,Los Angeles,TX,USA,5,5
2029-08-25,Laptop,Accessories,Apple,13,308,18,14442,47,Male,PayPal,Houston,NY,USA,1,2
2029-08-26,Tablet,Wearables,HP,7,1686,5,33727,61,Male,Credit Card,Phoenix,CA,USA,3,4
2029-08-27,Smartwatch,Electronics,Dell,10,387,13,42109,53,Male,Debit Card,Phoenix,NY,USA,3,1
2029-08-28,Laptop,Accessories,Sony,4,187,2,13269,61,Male,Credit Card,Chicago,AZ,USA,2,2
2029-08-29,Smartwatch,Wearables,Samsung,16,1102,9,17003,44,Female,Credit Card,Los Angeles,NY,USA,4,1
2029-08-30,Headphones,Wearables,HP,6,235,8,10947,39,Female,PayPal,Chicago,NY,USA,4,2
2029-08-31,Tablet,Accessories,Lenovo,9,257,22,9009,19,Female,Debit Card,Los Angeles,AZ,USA,1,4
2029-09-01,Laptop,Electronics,Sony,13,893,29,23365,24,Male,Debit Card,Phoenix,CA,USA,1,1
2029-09-02,Tablet,Wearables,HP,7,1019,28,16634,33,Male,Cash,New York,IL,USA,1,6
2029-09-03,Tablet,Electronics,Lenovo,18,254,19,16701,41,Female,PayPal,Houston,NY,USA,5,1
2029-09-04,Laptop,Accessories,Dell,14,1586,18,41853,47,Male,PayPal,Phoenix,TX,USA,5,3
2029-09-05,Tablet,Electronics,HP,5,319,21,19436,61,Female,PayPal,Chicago,IL,USA,3,2
2029-09-06,Tablet,Wearables,HP,13,1582,14,13758,63,Female,Cash,Houston,TX,USA,3,2
2029-09-07,Phone,Accessories,HP,8,1290,8,22262,18,Male,Cash,Phoenix,NY,USA,3,4
2029-09-08,Phone,Wearables,Apple,15,421,18,3728,44,Female,Debit Card,Los Angeles,TX,USA,4,9
2029-09-09,Laptop,Wearables,Sony,19,790,7,49728,26,Male,Cash,Chicago,IL,USA,3,3
2029-09-10,Laptop,Accessories,Lenovo,9,940,21,3910,24,Male,PayPal,Phoenix,TX,USA,2,6
2029-09-11,Tablet,Accessories,Dell,6,1685,3,908,22,Male,PayPal,Los Angeles,TX,USA,1,3
2029-09-12,Smartwatch,Electronics,Samsung,14,1936,4,47997,47,Male,Credit Card,Los Angeles,IL,USA,4,5
2029-09-13,Laptop,Accessories,Dell,10,611,18,6273,59,Female,Cash,Los Angeles,IL,USA,5,9
2029-09-14,Tablet,Electronics,Dell,9,186,13,37265,44,Female,PayPal,Houston,IL,USA,1,3
2029-09-15,Smartwatch,Accessories,Apple,17,1668,17,40575,27,Female,PayPal,Chicago,IL,USA,3,8
2029-09-16,Phone,Wearables,Apple,13,374,24,9679,42,Female,Debit Card,Los Angeles,AZ,USA,5,6
2029-09-17,Laptop,Electronics,HP,17,240,28,6117,35,Male,Cash,Phoenix,NY,USA,5,8
2029-09-18,Tablet,Accessories,Dell,19,1841,18,3201,24,Male,PayPal,Los Angeles,IL,USA,5,2
2029-09-19,Phone,Electronics,Sony,13,1859,5,4407,48,Female,Debit Card,Chicago,CA,USA,1,9
2029-09-20,Headphones,Electronics,Apple,9,724,4,14341,49,Male,Credit Card,Houston,TX,USA,4,1
2029-09-21,Phone,Electronics,Lenovo,1,1913,25,25830,62,Male,Credit Card,Los Angeles,IL,USA,1,3
2029-09-22,Tablet,Wearables,Apple,1,1015,10,13907,28,Female,Debit Card,Phoenix,IL,USA,2,4
2029-09-23,Smartwatch,Accessories,Sony,5,452,23,48591,27,Female,Cash,Chicago,NY,USA,3,6
2029-09-24,Headphones,Accessories,Apple,8,1128,4,32699,39,Male,PayPal,Los Angeles,IL,USA,4,4
2029-09-25,Headphones,Electronics,Sony,18,481,26,26786,48,Female,Cash,Houston,AZ,USA,4,2
2029-09-26,Headphones,Accessories,Samsung,4,1847,7,20359,58,Male,Debit Card,New York,CA,USA,3,3
2029-09-27,Laptop,Wearables,Sony,1,1891,26,7316,64,Male,PayPal,Phoenix,CA,USA,2,3
2029-09-28,Tablet,Electronics,Samsung,15,1457,4,17048,31,Female,PayPal,Los Angeles,IL,USA,5,6
2029-09-29,Headphones,Wearables,Lenovo,4,574,10,27331,20,Female,PayPal,Los Angeles,NY,USA,3,5
2029-09-30,Phone,Wearables,HP,9,1027,25,17868,41,Female,Cash,New York,IL,USA,5,5
2029-10-01,Smartwatch,Accessories,HP,10,129,12,19545,31,Male,Cash,Chicago,TX,USA,3,4
2029-10-02,Tablet,Accessories,Apple,15,1470,5,33885,33,Female,Debit Card,New York,CA,USA,1,4
2029-10-03,Phone,Electronics,Sony,3,1021,4,12605,45,Female,Credit Card,Chicago,TX,USA,2,9
2029-10-04,Laptop,Wearables,Apple,2,693,17,25144,52,Female,Debit Card,Los Angeles,AZ,USA,2,7
2029-10-05,Headphones,Accessories,Sony,5,592,25,6139,57,Female,PayPal,New York,CA,USA,3,8
2029-10-06,Phone,Electronics,Apple,1,1871,9,30830,19,Male,Debit Card,Los Angeles,CA,USA,2,4
2029-10-07,Tablet,Electronics,HP,11,594,15,12116,51,Female,Credit Card,New York,AZ,USA,5,3
2029-10-08,Phone,Accessories,Lenovo,12,1979,21,21080,35,Male,Debit Card,Los Angeles,TX,USA,2,1
2029-10-09,Laptop,Wearables,HP,3,487,13,33268,24,Female,Credit Card,Los Angeles,IL,USA,2,9
2029-10-10,Smartwatch,Electronics,Apple,16,972,22,27474,55,Female,Credit Card,Los Angeles,NY,USA,2,9
2029-10-11,Headphones,Accessories,Sony,14,934,14,45873,59,Female,PayPal,Houston,TX,USA,4,2
2029-10-12,Tablet,Electronics,Dell,12,1376,2,48226,24,Male,Credit Card,New York,AZ,USA,3,4
2029-10-13,Headphones,Accessories,Lenovo,16,729,2,31050,21,Female,Cash,Houston,AZ,USA,1,4
2029-10-14,Headphones,Electronics,Sony,8,1038,11,48112,60,Female,Debit Card,Los Angeles,AZ,USA,1,1
2029-10-15,Headphones,Wearables,Apple,17,129,22,25261,33,Female,Debit Card,Phoenix,CA,USA,4,2
2029-10-16,Phone,Electronics,Sony,17,722,14,11201,23,Male,Cash,Chicago,IL,USA,4,8
2029-10-17,Phone,Accessories,Samsung,7,1889,10,21322,37,Female,Cash,New York,CA,USA,1,6
2029-10-18,Smartwatch,Accessories,Sony,15,1834,9,15470,48,Female,PayPal,New York,CA,USA,5,1
2029-10-19,Laptop,Accessories,HP,9,906,19,21692,36,Male,Debit Card,Chicago,CA,USA,1,7
2029-10-20,Tablet,Wearables,HP,4,441,14,36347,39,Male,Cash,Houston,AZ,USA,1,7
2029-10-21,Phone,Accessories,Samsung,8,1932,17,23603,38,Male,PayPal,Chicago,TX,USA,3,6
2029-10-22,Headphones,Accessories,Lenovo,10,1410,24,29357,35,Male,Debit Card,Phoenix,NY,USA,1,8
2029-10-23,Laptop,Wearables,Sony,15,1520,13,44146,49,Female,Debit Card,Los Angeles,NY,USA,1,5
2029-10-24,Tablet,Accessories,Lenovo,18,1100,28,17811,64,Female,Cash,Chicago,IL,USA,2,2
2029-10-25,Tablet,Accessories,Dell,14,1632,24,21943,51,Male,Credit Card,Chicago,IL,USA,4,4
2029-10-26,Tablet,Wearables,Sony,5,343,5,17444,44,Male,Credit Card,Los Angeles,AZ,USA,1,8
2029-10-27,Tablet,Electronics,HP,9,320,13,34457,55,Male,Cash,New York,NY,USA,1,8
2029-10-28,Smartwatch,Accessories,HP,13,1279,15,15474,61,Male,Credit Card,Phoenix,TX,USA,5,5
2029-10-29,Tablet,Electronics,Lenovo,19,1506,1,47484,47,Female,Debit Card,Chicago,AZ,USA,1,6
2029-10-30,Laptop,Wearables,Apple,11,1871,18,47393,50,Male,PayPal,Chicago,IL,USA,3,9
2029-10-31,Phone,Accessories,HP,12,1443,4,35636,44,Male,PayPal,New York,AZ,USA,5,2
2029-11-01,Laptop,Accessories,Apple,3,472,10,26814,40,Female,Cash,Phoenix,IL,USA,1,5
2029-11-02,Headphones,Wearables,HP,2,630,10,30352,60,Female,PayPal,Los Angeles,NY,USA,3,9
2029-11-03,Smartwatch,Accessories,HP,15,314,20,5453,36,Male,Cash,Los Angeles,AZ,USA,4,3
2029-11-04,Smartwatch,Electronics,Dell,5,466,28,24782,48,Male,Credit Card,Houston,CA,USA,1,6
2029-11-05,Headphones,Electronics,Apple,7,213,24,11737,21,Male,Debit Card,Phoenix,IL,USA,4,4
2029-11-06,Laptop,Wearables,Apple,4,1323,25,37648,36,Female,Credit Card,Phoenix,CA,USA,1,4
2029-11-07,Laptop,Accessories,HP,5,124,18,28948,55,Female,Cash,Chicago,IL,USA,5,3
2029-11-08,Headphones,Accessories,Apple,16,1033,17,32271,57,Female,Debit Card,Houston,CA,USA,5,1
2029-11-09,Tablet,Wearables,HP,15,1244,25,46221,39,Male,Debit Card,Los Angeles,NY,USA,3,8
2029-11-10,Tablet,Electronics,HP,16,1865,7,3088,26,Male,Debit Card,Phoenix,NY,USA,2,5
2029-11-11,Phone,Electronics,Lenovo,4,710,22,15315,48,Female,Credit Card,Phoenix,TX,USA,3,2
2029-11-12,Laptop,Wearables,Sony,6,957,11,6856,27,Female,Debit Card,New York,TX,USA,1,1
2029-11-13,Laptop,Accessories,Apple,18,1126,8,20569,27,Female,Credit Card,Los Angeles,TX,USA,4,1
2029-11-14,Headphones,Electronics,Samsung,3,997,2,42389,47,Male,Credit Card,New York,AZ,USA,4,4
2029-11-15,Headphones,Accessories,Lenovo,5,872,5,15195,27,Female,Debit Card,Houston,IL,USA,1,4
2029-11-16,Tablet,Electronics,Apple,2,544,20,21283,53,Female,Cash,Phoenix,AZ,USA,2,6
2029-11-17,Laptop,Accessories,Apple,16,1377,20,1903,35,Female,Debit Card,Houston,TX,USA,2,7
2029-11-18,Laptop,Electronics,Dell,6,119,25,41659,61,Male,Debit Card,New York,IL,USA,2,1
